金额,支付途径,支付日期,标签,详情
-4.0,花呗,2023/02/13,饮料,果粒橙
-6.0,支付宝,2023/02/13,吃饭,美团外卖：碗农
2.0,支付宝,2023/02/13,薅羊毛,美团外卖准时宝，未及时送到，补贴2元，现存在美团钱包
-11.9,校园卡,2023/02/13,吃饭,百惠园快餐
0.1,微信,2023/02/14,理财,零钱通收益发放
0.19,支付宝,2023/02/14,理财,余额宝收益发放
-11.9,校园卡,2023/02/14,吃饭,百惠园快餐
-10.5,校园卡,2023/02/14,吃饭,西二一楼
0.1,微信,2023/02/15,理财,零钱通收益发放
0.19,支付宝,2023/02/15,理财,余额宝收益发放
0.09,微信,2023/02/15,薅羊毛,拼多多
-1.6,微信,2023/02/15,学习,打印课程报告（电力电子在电力系统中的应用、电力电子装置及系统的电磁兼容）
-6.7,支付宝,2023/02/15,吃饭,美团外卖：碗农
-2.1,花呗,2023/02/15,洗衣,洗衣：华中科技大学西九舍-西九舍2层东1号机
-4.0,花呗,2023/02/15,饮料,果粒奶优
-9.0,校园卡,2023/02/15,吃饭,校园卡 西一一楼风味铁板饭
0.09,微信,2023/02/16,理财,零钱通收益发放
0.19,支付宝,2023/02/16,理财,余额宝收益发放
-11.6,校园卡,2023/02/16,吃饭,百惠园快餐
-10.1,校园卡,2023/02/16,吃饭,西二一楼
-4.0,花呗,2023/02/16,饮料,果粒橙
0.09,微信,2023/02/17,理财,零钱通收益发放
0.19,支付宝,2023/02/17,理财,余额宝收益发放
0.11,微信,2023/02/17,薅羊毛,拼多多
-10.2,校园卡,2023/02/17,吃饭,西二一楼
-12.0,校园卡,2023/02/17,吃饭,西一二楼风味粤式风味
